"longitude","latitude","temperature","ppt","pop.density","elevation"
-122.305416197356,37.5620833585965,47.8,10.3,396.1950684,604
-117.780416215456,33.8537500400965,51.3,8.25,1429.822998,472
-117.713749549056,33.5787500411965,50.9,7.6,1611.1875,325
-121.947082865456,37.2787500263966,48.5,8.27,4999.494629,167
-117.780416215456,34.1037500390965,50.7,9.97,285.4517822,915
-117.747082882256,34.0120833727965,49.8,7.95,1989.369507,820
-116.230416221656,33.8370833734965,50.7,3.8,28.95519257,1099
-118.322082879956,35.1620833681965,34.6,4.25,0.236440539,4688
-121.355416201156,38.7537500204965,47.5,9.65,504.320282,157
-121.822082865956,38.4454166883965,47.4,9.33,5.84796524,56
-121.622082866756,37.1370833602966,47.6,9.36,1742.733276,351
-118.322082879956,33.9620833729965,53.2,7.43,2943.743408,253
-122.855416195156,38.5787500211965,46.2,26.89,44.27687836,420
-118.330416213256,34.1954167053965,51.1,9.11,2184.69873,568
-121.463749534056,38.6454166875966,47.8,9.05,2772.429443,52
-120.738749536956,37.3787500259965,48.3,3.81,5.749542713,112
-118.905416210956,35.3787500339965,48.6,3.19,65.67592621,764
-118.013749547856,33.8204167068965,52.5,6.73,5010.459473,75
-117.413749550256,34.1204167056965,49.2,8.86,2960.883789,1358
-121.988749531956,37.5537500252966,48.5,6.24,2274.740723,177
-118.388749546356,34.1120833723965,51.3,9.91,689.9163208,958
-118.155416213956,34.1954167053965,50.9,10.86,1540.799438,1001
-122.713749529056,38.3370833554965,46.6,15.33,188.43013,184
-122.797082862056,38.5537500212966,46.5,16.85,37.76450729,118
-121.505416200556,38.6287500209965,47.7,8.77,1205.367188,16
-122.822082861956,38.5370833546965,46.5,16.85,37.76450729,118
-121.522082867156,39.3704166846966,46.9,13.17,0.375645638,246
-122.447082863456,37.7704166910965,48.8,11.37,4535.785645,472
-121.813749532656,39.7370833498966,45.6,13.7,636.4175415,187
-122.422082863556,37.7120833579965,48.8,11.37,4535.785645,472
-121.213749535056,38.7537500204965,47.3,10.47,1432.502563,305
-117.072082884956,32.6704167114966,53.5,4.7,7053.406738,52
-118.822082877956,34.1370833722965,48.5,8.05,11.05706501,1214
-118.263749546856,34.0120833727965,53.4,7.49,2085.193115,213
-118.555416212356,34.1704167054965,48.7,8.24,36.69341278,1690
-118.255416213556,34.0037500394965,53.4,7.49,2085.193115,213
-121.772082866156,38.0120833567965,48.4,6.1,0,3
-118.047082881056,34.0620833725965,51.4,8.48,2765.060059,810
-118.005416214556,33.8287500401965,52.5,6.73,5010.459473,75
-117.305416217356,34.2537500384965,45.5,11.95,159.1575165,2461
-118.563749545656,34.2037500386965,50.4,7.09,1459.782959,928
-118.097082880856,34.0704167058965,52.1,8.32,3584.312988,499
-117.747082882256,34.0870833724966,49.8,7.95,1989.369507,820
-121.788749532756,38.0037500234966,48.4,6.1,0,3
-117.930416214856,33.8287500401965,52.6,6.83,3248.611084,112
-118.397082879656,34.0620833725965,53.2,7.43,2958.101563,253
-121.288749534756,38.7204166872965,47.5,9.65,504.320282,157
-116.247082888256,33.6954167073965,54.5,2.35,579.1731567,105
-122.413749530256,37.7370833578965,48.8,11.37,4535.785645,472
-120.830416203256,37.0454166939966,48,2.8,0.59077388,105
-120.963749536056,37.6620833581965,48.1,3.08,82.55690002,89
-119.747082874256,36.7454166951965,48.1,4.29,2162.222412,325
-122.047082865056,37.9954166901965,46.7,6.91,0,118
-121.847082865856,39.7454166831966,45.6,13.7,636.4175415,187
-117.088749551556,32.7704167110965,53.3,5.62,1125.793091,256
-119.013749543856,35.3954167005965,48.6,2.02,4235.239258,486
-117.538749549756,34.1454167055965,49.3,10.11,2870.635986,1394
-121.888749532356,37.3870833592965,46.7,7.28,1483.220825,938
-122.088749531556,37.9704166902965,46.7,6.91,0,118
-117.213749551056,33.9370833730965,46.6,5.56,3052.796387,1660
-117.813749548656,33.6954167073965,52.1,7.33,4036.024658,135
-119.088749543556,36.2037500306965,47.4,4.08,6.827818871,577
-121.988749531956,38.2537500224965,47.6,9.1,0,39
-119.755416207556,36.7120833619965,48.1,4.29,2162.222412,325
-122.247082864256,37.8204166908966,49.1,8.55,9206.90918,213
-124.147082856656,40.5870833464965,44.3,14.77,47.94379044,141
-117.955416214756,33.8287500401965,52.6,6.83,3248.611084,112
-122.197082864456,37.8370833574965,45,10.44,1362.42981,659
-121.280416201456,38.8204166868966,47.2,10.47,349.4544067,338
-122.297082864056,38.2787500223966,45.6,13.57,0.551199436,1115
-118.080416214256,34.5620833705965,42.7,2.27,4122.621094,2864
-121.922082865556,37.8037500242965,45.9,8.4,1745.13916,709
-120.855416203156,37.4037500258965,48.8,3.84,21.58240128,75
-119.17886920908,36.2790597086964,47.6,3.46,1.560828924,341
-117.577822864581,35.9719755552467,35.2,2.97,0,5043
-118.608312731279,36.3171654438488,23.6,13.01,0.148626789,9121
-121.022750461593,37.9173744015013,47.9,4.48,0.944905579,112
-122.159491150753,37.2602824585331,43.2,17.43,2.941679955,1804
-117.597796322506,34.1230632246165,49.3,10.11,2870.635986,1394
-121.627056059968,37.7190998117812,47,5.59,1.956362247,594
-116.59184022684,34.5912267009839,42.2,3.41,0,3327
-117.441166931772,34.1097467065785,49.2,9.67,790.5980835,1332
-116.273546215966,33.1536411889407,54.3,2.14,0,692
-117.739740573259,33.747956844387,51.6,8.31,0,735
-122.291636653308,37.2398738248787,46.7,11.06,4.174814224,551
-117.363361668215,33.2796132598982,49.5,7.86,60.74576187,174
-118.306276958335,33.9753267309036,53.2,7.43,2943.743408,253
-117.995251493828,33.8296040286038,52.5,6.73,5010.459473,75
-119.059664380801,35.3901841857295,48.8,1.92,992.1656494,384
-121.987465981532,37.8230918639324,45.6,8.86,482.2436218,686
-117.657065233725,33.5853851071203,50.4,9.48,3130.655029,676
-122.123090694154,39.7489553700672,46,10.73,25.08242416,174
-119.59969017757,35.2871619445184,46.8,2.4,0,1319
-121.490406106476,39.3812697497531,46.9,13.17,0.375645638,246
-122.000532104512,37.8365673676304,44.7,9.89,0,856
-117.272085318078,33.904328004863,46.5,5.55,187.1578979,1670
-117.148537373426,32.8304905736427,53.3,5.62,1125.793091,256
-117.475204115871,34.4853279992744,42,2.25,0,3094
-117.196985651025,33.87049368291,46.4,5.41,1.526727557,1634
-121.70265936836,39.2342212244103,47.1,10.71,0.214680389,62
-121.761000636012,38.4450547525907,47.4,9.11,1.483471036,43
-117.763708894755,33.5967288947613,50.9,7.6,1611.1875,325
-120.985407622659,38.8334728911641,45.3,12.32,0,955
-120.237362918778,37.4863686433751,47.2,4.17,0.123324618,489
-121.935123579167,37.7880890492238,45.9,8.4,1745.13916,709
-116.799042865226,34.768776746581,40.3,3.55,0,4229
-120.96874210293,38.6407501256232,43.6,13.07,295.5166931,1463
-116.561731832602,33.8277823470772,53.2,4.54,49.43404007,620
-121.863010951867,37.913589662047,44.4,9.08,0,1152
-118.041770840818,33.8973786572165,52.5,6.74,4263.826172,43
-120.997940216579,38.9684320486839,41.4,16.77,253.0108185,1946
-121.771639274888,38.4006607755984,47.2,6.88,0,23
-118.918864101297,34.406920688058,48.5,8.12,1.031550527,807
-121.29090665249,37.7098103374173,48.2,4.04,21.45677757,26
-121.721081820157,37.4008987278409,44.5,8.86,1.68164742,1778
-117.668011642764,33.8398792673328,48.7,10.21,0,1722
-120.986022371145,37.9887881245734,47.7,5.29,0.186567694,171
-120.577708304468,36.9460244347633,47.7,3.59,7.653303146,121
-117.175631369204,33.7630571344522,46.6,6.74,940.5809326,1575
-116.425127232741,33.7686290849305,53.8,3.54,2.138651371,295
-120.956933785605,35.5698474660417,46.1,10.47,1.006296515,1234
-122.011983529822,37.9316266682759,47.1,7.24,2354.006104,358
-118.039464784841,33.9203237540821,52.9,7.69,5583.333496,148
